"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.427880591E2,1.510825215E0,-6.501986861E-2,-3.239684916E-1,1.546536775E0
1.427980291E2,1.455221702E0,4.571353197E-2,-5.092832740E-1,1.542442668E0
1.428079991E2,1.477678811E0,1.784324634E-1,-6.241598654E-1,1.613985239E0
1.428179691E2,1.496728747E0,2.563764328E-1,-6.611962755E-1,1.656232572E0
1.428279401E2,1.534246822E0,3.171716881E-1,-5.738011591E-1,1.668460057E0
1.428379101E2,1.492935659E0,2.834139580E-1,-4.734619153E-1,1.591649000E0
1.428478801E2,1.314390929E0,2.545643806E-1,-6.329643103E-1,1.480901872E0
1.428578501E2,1.080692045E0,2.104442149E-1,-9.905509298E-1,1.481004121E0
1.428678201E2,6.685490030E-1,-2.588211536E-2,-1.484281780E0,1.628103208E0
1.428777901E2,1.520299459E-1,-4.299621391E-1,-2.073311573E0,2.122875744E0
1.428877601E2,-1.934484056E-1,-8.219834501E-1,-2.637393637E0,2.769282267E0
1.428977301E2,-5.233915821E-1,-1.273183846E0,-3.119516448E0,3.409738805E0
1.429077001E2,-7.482073760E-1,-1.699051765E0,-3.454772404E0,3.921994842E0
1.429176701E2,-5.238394788E-1,-1.825248712E0,-3.382972105E0,3.879489776E0
1.429276401E2,2.609021777E-1,-1.528372124E0,-2.857844192E0,3.251348139E0
1.429376101E2,1.211047239E0,-1.231609558E0,-2.508927970E0,3.046016592E0
1.429475801E2,2.031010769E0,-1.152814819E0,-2.343948780E0,3.308788696E0
1.429575511E2,2.782733491E0,-1.412163391E0,-2.202257881E0,3.819391430E0
1.429675211E2,3.323683677E0,-1.741071610E0,-2.258599312E0,4.379437680E0
1.429774911E2,3.707596069E0,-1.800462365E0,-2.311369410E0,4.725501231E0
1.429874611E2,4.080928802E0,-1.649226471E0,-1.992176924E0,4.831428022E0
1.429974311E2,4.565495164E0,-1.387257761E0,-1.284414593E0,4.941452320E0
1.430074011E2,4.992119420E0,-1.052724520E0,-3.004907513E-1,5.110751404E0
1.430173711E2,5.356062986E0,-9.310404539E-1,6.191545026E-1,5.471526235E0
1.430273411E2,5.531648440E0,-9.633890051E-1,1.255411088E0,5.753547588E0
1.430373111E2,5.237817668E0,-1.237890637E0,1.502651538E0,5.587939584E0
1.430472811E2,4.489080242E0,-1.800956454E0,1.383846641E0,5.030936006E0
1.430572511E2,3.105324086E0,-2.487361100E0,5.222966909E-1,4.012829021E0
1.430672211E2,1.903844061E0,-2.744540940E0,-4.070302364E-1,3.364936967E0
1.430771911E2,1.375462465E0,-2.301171720E0,-1.428475953E0,3.037734654E0
1.430871621E2,8.855058467E-1,-1.696525767E0,-2.369294121E0,3.045632105E0
1.430971321E2,1.707182318E-1,-1.787468682E0,-3.545495464E0,3.974258055E0
1.431071021E2,-2.868565062E-1,-2.119578252E0,-4.159926732E0,4.677594364E0
1.431170721E2,-1.107266763E-1,-2.285826872E0,-4.062658299E0,4.662880799E0
1.431270421E2,2.997212577E-1,-2.211725108E0,-3.555766683E0,4.198218371E0
1.431370121E2,5.359780061E-1,-2.106649473E0,-3.021303398E0,3.722031522E0
1.431469821E2,3.235682496E-1,-2.084735278E0,-2.583242865E0,3.335260304E0
1.431569521E2,-2.661105850E-1,-2.112959788E0,-2.306884742E0,3.139606842E0
1.431669221E2,-7.994783941E-1,-2.037592102E0,-2.300826442E0,3.175649476E0
1.431768921E2,-9.985334024E-1,-1.595262517E0,-2.162875422E0,2.867047531E0
1.431868621E2,-1.227447217E0,-1.178253130E0,-1.855379122E0,2.517407157E0
1.431968321E2,-1.447843978E0,-7.365123600E-1,-1.058982210E0,1.939109580E0
1.432068031E2,-1.748354902E0,-3.371469462E-1,3.012389025E-1,1.805867604E0
1.432167731E2,-2.169757010E0,-2.251680887E-1,2.038456028E0,2.985606995E0
1.432267431E2,-2.178850307E0,-8.095002294E-2,3.636462936E0,4.240024087E0
1.432367131E2,-2.027970217E0,4.060014188E-2,4.521345470E0,4.955489525E0
1.432466831E2,-1.838482423E0,-2.729304850E-2,4.707818147E0,5.054138328E0
1.432566531E2,-1.439932403E0,-1.419984627E-1,4.211178162E0,4.452818253E0
1.432666231E2,-1.007198976E0,-2.390651661E-1,3.293719328E0,3.452562663E0
1.432765931E2,-8.655452067E-1,-4.553770620E-1,2.228560119E0,2.433724918E0
1.432865631E2,-6.068880674E-1,-5.777095842E-1,1.421263120E0,1.649863736E0
1.432965331E2,-2.540167889E-1,-6.055078322E-1,1.225877532E0,1.390661709E0
1.433065031E2,1.125638714E-1,-5.296548271E-1,1.212455834E0,1.327875751E0
1.433164731E2,7.264089561E-1,-2.843606222E-1,7.843162715E-1,1.106202038E0
1.433264441E2,1.227706249E0,-1.845428038E-1,3.076430655E-1,1.279047668E0
1.433364141E2,1.292419724E0,-3.835989815E-1,4.390487123E-1,1.417836624E0
1.433463841E2,1.053906535E0,-6.001734173E-1,4.746266806E-1,1.302381511E0
1.433563541E2,7.530269435E-1,-6.985136443E-1,5.778832465E-1,1.178524474E0
1.433663241E2,3.863106278E-1,-7.352177864E-1,1.003418751E0,1.302547613E0
1.433762941E2,6.997772276E-2,-5.285836172E-1,1.493352565E0,1.585685784E0
1.433862641E2,-1.021359470E-1,-3.292274773E-1,1.274151852E0,1.319956600E0
1.433962341E2,-3.519769469E-1,-2.695233124E-1,8.139505452E-1,9.268473861E-1
1.434062041E2,-5.325740495E-1,6.192493737E-2,1.261019883E0,1.370270397E0
1.434161741E2,-4.275337905E-1,5.460112435E-1,2.299909891E0,2.402186280E0
1.434261441E2,-9.257604182E-2,9.156166685E-1,3.082153324E0,3.216612088E0
1.434361151E2,1.034685275E-1,1.173369536E0,3.321761112E0,3.524428846E0
1.434460851E2,1.762941366E-1,1.365379234E0,3.594164763E0,3.848812858E0
1.434560551E2,-3.056485802E-2,1.349128652E0,3.662112917E0,3.902839140E0
1.434660251E2,-3.255235586E-1,1.325411176E0,3.588642653E0,3.839405743E0
1.434759951E2,-4.575507644E-1,1.460758431E0,3.686085917E0,3.991290178E0
1.434859651E2,-3.474713749E-1,1.634162289E0,3.786442264E0,4.138643227E0
1.434959351E2,-2.527464813E-1,1.753506884E0,3.897880839E0,4.281605097E0
1.435059051E2,-2.784061101E-1,1.915833777E0,3.926518747E0,4.377839477E0
1.435158750E2,-3.502043635E-1,2.104184872E0,3.629909962E0,4.210283055E0
1.435258450E2,-5.204425389E-1,2.262592376E0,3.469937743E0,4.175003310E0
1.435358150E2,-8.658659264E-1,2.117855077E0,3.255331772E0,3.978972088E0
1.435457860E2,-9.900742355E-1,1.904529939E0,2.598589759E0,3.370482164E0
1.435557560E2,-8.759269381E-1,1.734356668E0,1.694328384E0,2.577981715E0
1.435657260E2,-6.308511266E-1,1.650001227E0,9.521529955E-1,2.006756716E0
1.435756960E2,-4.797087881E-1,1.474500557E0,5.296986812E-1,1.638552138E0
1.435856660E2,-4.041902438E-1,1.284468972E0,1.488955459E-1,1.354769418E0
1.435956360E2,-7.206675750E-1,7.305528778E-1,-7.005186546E-1,1.242495733E0
1.436056060E2,-1.496390486E0,-2.337056082E-1,-1.833616077E0,2.378224278E0
1.436155760E2,-1.360997915E0,-7.293623847E-1,-3.032022221E0,3.402564263E0
1.436255460E2,-8.990096989E-1,-1.296569785E0,-4.421194945E0,4.694281243E0
1.436355160E2,-6.131802562E-1,-1.952729123E0,-6.363543506E0,6.684596248E0
1.436454860E2,-6.820008150E-1,-2.237311939E0,-8.592108010E0,8.904774555E0
1.436554570E2,-1.188841268E0,-1.890747467E0,-9.389408609E0,9.651386614E0
1.436654270E2,-1.340300818E0,-1.204084960E0,-8.303401737E0,8.496629172E0
1.436753970E2,-1.455889162E0,-7.311750215E-1,-5.409436371E0,5.649445284E0
1.436853670E2,-1.827865341E0,-8.226558799E-1,-2.354797119E0,3.092397755E0
1.436953370E2,-1.844267950E0,-8.719970244E-1,-8.021684057E-1,2.192071448E0
1.437053070E2,-1.521279744E0,-7.566238582E-1,-2.905803055E-1,1.723719419E0
1.437152770E2,-8.048259652E-1,-4.318379259E-1,-1.226824781E0,1.529486147E0
1.437252470E2,-2.520129481E-1,1.036155850E-1,-3.761675797E0,3.771531720E0
1.437352170E2,-1.827167183E-1,3.731453294E-1,-4.017585622E0,4.039011892E0
1.437451870E2,-8.205157989E-1,-4.702471161E-1,-4.438115618E-1,1.044675657E0
1.437551580E2,-1.735196913E0,-8.504845333E-1,-8.279391316E-1,2.102311935E0
1.437651280E2,-2.073461262E0,-1.082841774E0,-1.141880818E0,2.603013583E0
1.437750980E2,-1.468071836E0,-1.257971145E0,-7.277152240E-1,2.065743393E0
1.437850680E2,-3.090762180E-1,-1.297876638E0,-7.774399459E-1,1.544158264E0
1.437950380E2,7.082109591E-1,-1.282721239E0,-4.773988456E-1,1.541053600E0
1.438050080E2,1.010250345E0,-9.880221552E-1,9.695133787E-1,1.713694760E0
1.438149780E2,3.030494928E-2,-6.407384759E-1,2.102544728E0,2.198217122E0
1.438249480E2,-1.935872477E0,-1.579327101E-1,3.205492737E0,3.748029973E0
1.438349180E2,-4.172355573E0,3.844602764E-2,4.582516701E0,6.197538902E0
1.438448880E2,-5.251135286E0,4.017072237E-1,4.918128169E0,7.205815372E0
1.438548580E2,-4.996333508E0,8.982136005E-1,4.026611092E0,6.479485557E0
1.438648290E2,-4.175544937E0,8.196814013E-1,2.677154996E0,5.027346416E0
1.438747990E2,-3.110748840E0,8.231464612E-1,1.881664987E0,3.727598633E0
1.438847690E2,-2.147969700E0,3.408049643E-1,2.353879107E0,3.204788402E0
1.438947390E2,-1.238684689E0,-6.487836599E-2,3.498071621E0,3.711475990E0
1.439047090E2,-5.028316024E-1,-2.292640632E-1,4.330340323E0,4.365460909E0
1.439146790E2,1.459909415E-1,-4.222993630E-1,4.802112978E0,4.822855913E0
1.439246490E2,3.782294834E-1,2.668201447E-2,5.824070619E0,5.836400264E0
1.439346190E2,-1.969622898E-1,5.154425848E-1,5.867297915E0,5.893187594E0
1.439445890E2,-1.132264487E0,-7.586528420E-1,6.402284818E0,6.545748841E0
1.439545600E2,-1.642124735E0,-1.404728656E0,6.543855264E0,6.891435116E0
1.439645300E2,-1.380201926E0,-1.628155444E0,6.388433933E0,6.735572405E0
1.439745000E2,-5.816891992E-1,-1.573111510E0,6.049453300E0,6.277653015E0
1.439844700E2,2.103296095E-1,-1.434072323E0,5.588170550E0,5.773079947E0
1.439944400E2,7.633689138E-1,-9.753635180E-1,4.445934514E0,4.615235617E0
1.440044100E2,5.848844102E-1,-5.276825613E-1,3.128978705E0,3.226615315E0
1.440143800E2,-5.632593602E-2,-6.703546232E-1,2.067686844E0,2.174368142E0
1.440243500E2,-5.430022663E-1,-5.980660808E-1,8.540972355E-1,1.175592015E0
1.440343200E2,-4.012587422E-1,-3.988689852E-1,1.181310055E-1,5.779792211E-1
1.440442900E2,4.841658282E-1,-6.733618462E-1,-8.995330247E-1,1.223516403E0
1.440542610E2,3.300722246E0,4.136846602E-2,-3.611592682E0,4.892860144E0
1.440642310E2,6.308410694E0,2.021117572E0,-4.330090063E0,7.913952342E0
1.440742010E2,5.093886116E0,1.323117898E0,-3.415624126E0,6.274137782E0
1.440841710E2,3.054999732E0,1.607358652E-1,-1.737045072E0,3.517980239E0
1.440941410E2,2.929332835E0,-1.208168655E0,-1.930996192E-1,3.174578684E0
1.441041110E2,4.348965459E0,-1.542944555E0,1.808996376E0,4.956475195E0
1.441140810E2,3.168869579E0,1.658056936E0,2.877891955E0,4.590550002E0
1.441240510E2,1.459316215E0,2.942079180E-1,1.599931519E0,2.185393095E0
1.441340210E2,-2.768256077E-1,-1.510930465E0,5.121213663E-1,1.619200908E0
1.441439910E2,-4.387116203E-1,-1.400984684E0,8.676274002E-1,1.705286861E0
1.441539620E2,3.853315115E-1,-3.670700723E-1,7.369935858E-1,9.090546503E-1
1.441639320E2,9.295801118E-1,2.318953103E-1,-2.177607628E-1,9.825041318E-1
1.441739020E2,9.247234145E-1,3.977609378E-1,-1.409053842E0,1.731692781E0
1.441838720E2,1.014576116E0,5.116372168E-1,-1.827030358E0,2.151552292E0
1.441938420E2,1.179590973E0,2.439967078E-1,-1.539125154E0,1.954450178E0
1.442038120E2,1.197407439E0,-4.206446010E-1,-1.397764038E0,1.887980604E0
1.442137820E2,1.513115569E0,-1.170140119E0,-1.478429886E0,2.417540393E0
1.442237520E2,1.767563883E0,-1.586173605E0,-1.664533896E0,2.900155492E0
1.442337220E2,1.161188324E0,-1.522084613E0,-1.643428956E0,2.523085141E0
1.442436920E2,6.214072886E-1,-1.124982072E0,-1.592592094E0,2.046480212E0
1.442536630E2,5.410218143E-1,-4.745512515E-1,-1.613361404E0,1.766589515E0
1.442636330E2,4.830004781E-1,1.089242721E-1,-1.586289819E0,1.661766936E0
1.442736030E2,4.410002205E-1,2.189139068E-1,-1.677400110E0,1.748163500E0
1.442835730E2,3.717197782E-1,1.280236173E-1,-2.256260426E0,2.290256918E0
1.442935430E2,5.318039712E-1,6.425961363E-1,-2.870850738E0,2.989570073E0
1.443035130E2,8.429825556E-1,7.789596373E-1,-3.538541955E0,3.720037214E0
1.443134830E2,1.122137402E0,-5.085908175E-3,-3.414972746E0,3.594615010E0
1.443234530E2,2.193739365E0,-5.249326158E-1,-1.596232570E0,2.763332241E0
1.443334230E2,3.228383417E0,-7.245127040E-1,-1.471766838E-1,3.311953973E0
1.443433940E2,4.273377918E0,-1.249075191E0,1.173181913E0,4.604161538E0
1.443533640E2,5.595633937E0,-1.772407424E0,1.826772058E0,6.147328150E0
1.443633340E2,6.466604775E0,-2.237894906E0,1.698447747E0,7.050523078E0
1.443733040E2,5.607204992E0,-2.093382726E0,-8.009422445E-1,6.038584895E0
1.443832740E2,4.599114023E0,-1.001307029E0,-2.703108155E0,5.427822699E0
1.443932440E2,4.386344663E0,-6.202843308E-2,-2.785638095E0,5.196503307E0
1.444032140E2,4.319797501E0,4.248493338E-1,-1.960874294E0,4.763000672E0
1.444131840E2,4.677052730E0,9.524319077E-1,-3.065847194E-1,4.782880196E0
1.444231540E2,5.288994253E0,1.377434438E0,1.366950381E-1,5.467126428E0
1.444331250E2,5.626250542E0,1.427784228E0,-1.968231626E-1,5.807925819E0
1.444430950E2,5.422086822E0,1.130597738E0,-4.695150447E-1,5.558571860E0
1.444530650E2,4.017525688E0,3.046849591E-1,-1.061097733E0,4.166446205E0
1.444630350E2,7.583142883E-1,-5.586774820E-1,-1.540926096E0,1.805993999E0
1.444730050E2,-2.946463130E0,-1.353478981E0,-1.875506115E0,3.745807459E0
1.444829750E2,-4.862367366E0,-1.785500509E0,-3.633559209E0,6.327193769E0
1.444929450E2,-5.497434627E0,-2.145802429E0,-3.969688740E0,7.112291068E0
1.445029150E2,-4.921285665E0,-3.028063071E0,-4.219801050E0,7.155063904E0
1.445128847E2,-3.279503869E0,-3.776365172E0,-3.586399076E0,6.154537990E0
1.445228557E2,-1.198523819E0,-4.020268909E0,-1.767218020E0,4.552151247E0
1.445328257E2,1.882951082E-1,-4.630052226E0,-5.216278426E-1,4.663146391E0
1.445427957E2,6.941842197E-1,-3.974786342E0,-4.676193043E-1,4.061955934E0
1.445527657E2,3.174852450E-1,-2.463182278E0,-1.214964874E0,2.764815267E0
1.445627357E2,-2.383792877E-1,-1.727494960E0,-1.558630296E0,2.338886898E0
1.445727057E2,-8.583890918E-1,-8.236586773E-1,-8.457014378E-1,1.459608294E0
1.445826757E2,-2.189774368E0,3.623472762E-1,-1.058522765E0,2.459040011E0
1.445926457E2,-3.927151415E0,1.057711610E0,-2.861075363E0,4.972627507E0
1.446026157E2,-4.825683981E0,1.056862010E0,-4.078115999E0,6.405873344E0
1.446125867E2,-4.303599252E0,7.366129321E-1,-2.598655541E0,5.081001452E0
1.446225567E2,-3.333578335E0,5.879550755E-2,4.749856997E-1,3.367760805E0
1.446325267E2,-2.831100489E0,-1.053092310E0,2.951707206E0,4.223352794E0
1.446424967E2,-2.560239041E0,-1.872131102E0,4.011225021E0,5.113670402E0
1.446524667E2,-2.022396651E0,-2.082401655E0,4.305805407E0,5.192922594E0
1.446624367E2,-7.663324289E-1,-1.885694888E0,4.356975853E0,4.808986295E0
1.446724067E2,-1.327335495E-1,-1.952358409E0,3.712313310E0,4.196497547E0
1.446823767E2,1.722988073E-1,-1.674729686E0,2.566051759E0,3.069043504E0
1.446923477E2,5.049390120E-1,-1.395215821E0,1.150754552E0,1.877718465E0
1.447023177E2,5.853888787E-1,-1.189554629E0,-4.102324641E-1,1.387807994E0
1.447122877E2,6.302433085E-1,-6.569492966E-1,-8.186993614E-1,1.224360098E0
1.447222577E2,1.021674489E0,1.233306420E-1,2.882472664E-2,1.029495058E0
1.447322277E2,1.271631849E0,5.425958848E-1,1.328928569E0,1.917683236E0
1.447421977E2,7.617319127E-1,7.124744564E-1,1.937211782E0,2.200146551E0
1.447521677E2,-3.467881643E-1,1.049971066E0,1.725704251E0,2.049574695E0
1.447621377E2,-1.457025130E0,1.379954004E0,5.891563860E-1,2.091482854E0
1.447721077E2,-2.233796885E0,1.428225108E0,5.551022020E-1,2.708839962E0
1.447820787E2,-3.028238195E0,1.441460280E0,8.651475960E-1,3.463598515E0
1.447920487E2,-3.276790177E0,1.345274168E0,1.214028442E0,3.744460109E0
1.448020187E2,-3.333837367E0,1.053450159E0,2.512053307E0,4.305187643E0
1.448119887E2,-3.301529454E0,9.148764110E-1,3.663454269E0,5.015774393E0
1.448219587E2,-3.410711296E0,1.229377091E0,3.340870982E0,4.930085039E0
1.448319287E2,-3.476274371E0,2.425636137E0,6.048924127E-1,4.281832435E0
1.448418987E2,-2.741308014E0,3.389265463E0,-1.224403157E0,4.527808863E0
1.448518687E2,-1.666152552E0,2.674616427E0,-6.925296038E-1,3.226334547E0
1.448618387E2,-4.868786074E-1,1.806551655E0,1.512937814E-1,1.877117329E0
1.448718097E2,3.984885873E-1,1.651917359E0,1.582415015E0,2.321995133E0
1.448817797E2,1.385922403E-1,1.570431731E0,2.855069980E0,3.261424263E0
1.448917497E2,-8.875323455E-1,1.222484978E0,2.937376265E0,3.303083787E0
1.449017197E2,-1.740036946E0,2.516840422E-1,2.817149325E0,3.320753491E0
1.449116897E2,-2.150746689E0,-1.758608580E-1,3.010632229E0,3.704125373E0
1.449216597E2,-1.828839487E0,5.486325502E-1,3.167616228E0,3.698573254E0
1.449316297E2,-1.057624341E0,1.303006400E0,2.983936474E0,3.423488251E0
1.449415997E2,-3.082942991E-1,1.740760539E0,2.271270521E0,2.878187347E0
1.449515707E2,2.946792767E-1,1.803378956E0,1.513975695E0,2.373001041E0
1.449615407E2,9.552985051E-1,1.470767110E0,3.919824269E-1,1.797053519E0
1.449715107E2,1.694382178E0,9.039327621E-1,-1.493971201E0,2.433099947E0
1.449814807E2,1.948812365E0,3.093247247E-1,-3.175900856E0,3.738970135E0
1.449914507E2,2.345027592E0,-2.835735869E-1,-4.179795278E0,4.801068313E0
1.450014207E2,2.940983997E0,-5.922217888E-1,-5.423115932E0,6.197604370E0
1.450113907E2,3.808315820E0,-7.000228107E-1,-6.241872303E0,7.345357117E0
1.450213607E2,4.890600939E0,-9.412163633E-1,-7.282219437E0,8.822391157E0
1.450313317E2,5.826558024E0,-8.818180078E-1,-7.518267440E0,9.552524625E0
1.450413017E2,5.739005325E0,-8.195211875E-1,-5.392995754E0,7.917840634E0
1.450512717E2,4.751703255E0,-9.379313976E-1,-2.467922324E0,5.435902844E0
1.450612417E2,3.328172292E0,-1.226605511E0,-3.998402077E-1,3.569476723E0
1.450712117E2,2.023918681E0,-1.687057956E0,3.431695783E-1,2.657099308E0
1.450811817E2,5.757118099E-1,-2.222271731E0,9.390628338E-4,2.295634251E0
1.450911517E2,-3.913970110E-1,-2.081031067E0,-8.015994716E-1,2.264165108E0
1.451011217E2,-1.267338238E0,-1.614128559E0,-1.952625335E0,2.832720055E0
1.451110917E2,-2.418341151E0,-1.387968782E0,-3.550008052E0,4.514132080E0
1.451210627E2,-2.898765346E0,-1.027248201E0,-4.118413255E0,5.139981239E0
1.451310327E2,-2.880580213E0,-6.187073368E-1,-3.922218412E0,4.905541601E0
1.451410027E2,-2.330159584E0,-5.525829291E-1,-3.363508770E0,4.128944517E0
1.451509727E2,-9.642013295E-1,-4.241599470E-1,-2.274542915E0,2.506619504E0
1.451609427E2,3.244312256E-1,-1.958460563E-1,-1.722493545E0,1.763687985E0
1.451709127E2,1.116371974E0,-1.182476574E-1,-1.832177662E0,2.148754029E0
1.451808827E2,1.073518973E0,-4.350264126E-1,-1.687823064E0,2.047055852E0
1.451908527E2,1.054353847E-1,-9.630042583E-1,-1.008815439E0,1.398643061E0
1.452008237E2,-1.454799972E0,-1.440676169E0,-2.651098341E-2,2.047606802E0
1.452107937E2,-2.724422133E0,-1.585055033E0,2.409853333E0,3.967652770E0
1.452207637E2,-3.534129061E0,-1.547014802E0,4.123923378E0,5.647129098E0
1.452307337E2,-3.691637263E0,-9.755997455E-1,4.353745558E0,5.790948189E0
1.452407037E2,-3.134337970E0,-3.166717511E-1,3.330486620E0,4.584375272E0
1.452506737E2,-2.093015521E0,1.194773269E-1,2.648430841E0,3.377746989E0
1.452606437E2,-5.353776067E-1,1.570451027E-1,2.767602651E0,2.823281208E0
1.452706137E2,1.401290201E0,5.999687648E-1,3.475278882E0,3.794883405E0
1.452805847E2,2.130107625E0,8.076636189E-1,3.810638919E0,4.439667554E0
1.452905547E2,1.035747787E0,1.835669035E-1,3.713292719E0,3.859405797E0
1.453005247E2,-9.912343962E-1,-1.251184866E0,3.340023428E0,3.701859762E0
1.453104947E2,-2.898822649E0,-2.301621956E0,2.911987070E0,4.709597124E0
1.453204647E2,-3.893156288E0,-2.802188054E0,2.776448319E0,5.542345085E0
1.453304347E2,-3.821878729E0,-2.982045484E0,2.462325369E0,5.437131460E0
1.453404047E2,-2.790155069E0,-2.550967696E0,2.225089212E0,4.386732668E0
1.453503747E2,-1.229982278E0,-1.413842127E0,2.435071204E0,3.072682498E0
1.453603457E2,2.747757932E-1,-1.265074342E-1,3.031671973E0,3.046726246E0
1.453703157E2,1.247634876E0,7.097911692E-1,3.554792829E0,3.833659915E0
1.453802857E2,1.212630885E0,7.245290762E-1,3.708595943E0,3.968513565E0
1.453902557E2,-4.309105575E-2,6.139576435E-3,3.129754045E0,3.130056696E0
1.454002257E2,-1.399736158E0,-9.623979020E-1,2.877205785E0,3.341224949E0
1.454101957E2,-2.541637587E0,-2.107151164E0,2.992940309E0,4.456197857E0
1.454201657E2,-3.601773160E0,-2.255063501E0,2.939797012E0,5.167251471E0
1.454301357E2,-4.245891034E0,-1.721864676E0,2.655489600E0,5.295661777E0
1.454401067E2,-4.116194821E0,-9.513606977E-1,2.289114469E0,4.805017381E0
1.454500767E2,-3.266631517E0,-5.028675628E-1,1.988540687E0,3.857207710E0
1.454600467E2,-1.817936476E0,-5.471005797E-2,1.655159348E0,2.459154060E0
1.454700167E2,-3.066129322E-1,5.776686537E-1,1.599321070E0,1.727871653E0
1.454799867E2,7.889753330E-1,9.887793696E-1,1.397022757E0,1.884632405E0
1.454899567E2,6.663171208E-1,9.887986654E-1,1.103141114E0,1.624383459E0
1.454999267E2,-2.305902117E-1,6.162403965E-1,6.846354242E-1,9.495523872E-1
1.455098965E2,-1.010895293E0,6.539292097E-2,-1.014339888E-1,1.018073859E0
1.455198675E2,-1.490037779E0,-1.528415394E-1,-1.167962542E0,1.899397172E0
1.455298375E2,-1.395269031E0,-1.461499858E-1,-2.299803618E0,2.693925049E0
1.455398075E2,-5.978766310E-1,9.819755495E-2,-2.645444083E0,2.713940608E0
1.455497775E2,3.970503549E-1,2.804201835E-1,-1.989408706E0,2.047933462E0
1.455597475E2,1.419572252E0,5.390928179E-1,-1.107489469E0,1.879451880E0
1.455697175E2,2.103292294E0,7.972070432E-1,-6.572037236E-1,2.343351079E0
1.455796875E2,1.816301887E0,7.698204392E-1,-6.220303094E-1,2.068452987E0
1.455896585E2,9.623496625E-1,2.965257543E-1,-9.791022277E-1,1.404523253E0
1.455996285E2,1.451544973E-1,-1.787961602E-2,-1.131004704E0,1.140421479E0
1.456095985E2,-2.462820920E-1,-3.272984809E-1,-1.030738989E0,1.109144728E0
1.456195685E2,-3.154470518E-1,-6.581029522E-1,-1.023748058E0,1.257245571E0
1.456295385E2,2.546751854E-1,-6.694535673E-1,-1.395436846E0,1.568525269E0
1.456395085E2,1.353253278E0,-3.424375069E-1,-2.362153502E0,2.743779701E0
1.456494785E2,2.281251718E0,1.536262357E-1,-3.300163836E0,4.014821512E0
1.456594485E2,2.866872293E0,5.473514253E-1,-3.896575155E0,4.868454402E0
1.456694195E2,2.971930678E0,6.861432749E-1,-3.693983166E0,4.790477657E0
1.456793895E2,2.445911942E0,2.939231586E-1,-2.560977545E0,3.553516855E0
1.456893595E2,1.499682468E0,-3.864787352E-1,-1.188278182E0,1.952029292E0
1.456993295E2,6.116205114E-1,-2.984009564E-1,-6.331049359E-1,9.294862240E-1
1.457092995E2,5.285283610E-1,-2.232654047E-1,-1.297410614E0,1.418613398E0
